A股代码,B股代码,证券简称,扩位证券简称,上市日期
600823,-,世茂股份,世茂股份,19940204
600824,-,益民集团,益民集团,19940204
600825,-,新华传媒,新华传媒,19940204
600826,-,兰生股份,兰生股份,19940204
600827,900923,百联股份,百联股份,19940204
600828,-,茂业商业,茂业商业,19940224
600829,-,人民同泰,人民同泰,19940224
600830,-,香溢融通,香溢融通,19940224
600831,-,广电网络,广电网络,19940224
600833,-,第一医药,第一医药,19940224
600834,-,申通地铁,申通地铁,19940224
600835,900925,上海机电,上海机电,19940224
600836,-,上海易连,上海易连,19940224
600837,-,海通证券,海通证券,19940224
600838,-,上海九百,上海九百,19940224
600839,-,四川长虹,四川长虹,19940311
600841,900920,动力新科,动力新科,19940311
600843,900924,上工申贝,上工申贝,19940311
600844,900921,丹化科技,丹化科技,19940311
600845,900926,宝信软件,宝信软件,19940311
600846,-,同济科技,同济科技,19940311
600847,-,万里股份,万里股份,19940324
600848,900928,上海临港,上海临港,19940324
600850,-,电科数字,电科数字,19940324
600851,900917,海欣股份,海欣股份,19940404
600853,-,龙建股份,龙建股份,19940404
600854,-,春兰股份,春兰股份,19940425
600855,-,航天长峰,航天长峰,19940425
600857,-,宁波中百,宁波中百,19940425
600858,-,银座股份,银座股份,19940506
600859,-,王府井,王府井,19940506
600860,-,京城股份,京城股份,19940506
600861,-,北京城乡,北京城乡,19940520
600862,-,中航高科,中航高科,19940520
600863,-,内蒙华电,内蒙华电,19940520
600864,-,哈投股份,哈投股份,19940809
600865,-,百大集团,百大集团,19940809
600866,-,星湖科技,星湖科技,19940818
600867,-,通化东宝,通化东宝,19940824
600868,-,梅雁吉祥,梅雁吉祥,19940912
600869,-,远东股份,远东股份,19950206
600871,-,石化油服,石化油服,19950411
600872,-,中炬高新,中炬高新,19950124
600873,-,梅花生物,梅花生物,19950217
600874,-,创业环保,创业环保,19950630
600875,-,东方电气,东方电气,19951010
600876,-,洛阳玻璃,洛阳玻璃,19951031
600877,-,声光电科,声光电科,19951013
600879,-,航天电子,航天电子,19951115
600880,-,博瑞传播,博瑞传播,19951115
600881,-,亚泰集团,亚泰集团,19951115
600882,-,妙可蓝多,妙可蓝多,19951206
600883,-,博闻科技,博闻科技,19951208
600884,-,杉杉股份,杉杉股份,19960130
600885,-,宏发股份,宏发股份,19960205
600886,-,XD国投电,XD国投电力,19960118
600887,-,伊利股份,伊利股份,19960312
600888,-,新疆众和,新疆众和,19960215
600889,-,南京化纤,南京化纤,19960308
600892,-,大晟文化,大晟文化,19960315
600893,-,航发动力,航发动力,19960408
600894,-,广日股份,广日股份,19960328
600895,-,张江高科,张江高科,19960422
600897,-,厦门空港,厦门空港,19960531
600898,-,国美通讯,国美通讯,19960418
600900,-,长江电力,长江电力,20031118
600901,-,江苏租赁,江苏租赁,20180301
600903,-,贵州燃气,贵州燃气,20171107
600905,-,三峡能源,三峡能源,20210610
600906,-,财达证券,财达证券,20210507
600908,-,无锡银行,无锡银行,20160923
600909,-,华安证券,华安证券,20161206
600916,-,中国黄金,中国黄金,20210205
600917,-,重庆燃气,重庆燃气,20140930
600918,-,中泰证券,中泰证券,20200603
600919,-,江苏银行,江苏银行,20160802
600926,-,杭州银行,杭州银行,20161027
600927,-,永安期货,永安期货,20211223
600928,-,西安银行,西安银行,20190301
600929,-,雪天盐业,雪天盐业,20180326
600933,-,爱柯迪,爱柯迪,20171117
600935,-,华塑股份,华塑股份,20211126
600936,-,广西广电,广西广电,20160815
600938,-,中国海油,中国海油,20220421
600939,-,重庆建工,重庆建工,20170221
600941,-,中国移动,中国移动,20220105
600955,-,维远股份,维远股份,20210915
600956,-,新天绿能,新天绿能,20200629
600958,-,XD东方证,XD东方证券,20150323
600959,-,江苏有线,江苏有线,20150428
600960,-,渤海汽车,渤海汽车,20040407
600961,-,株冶集团,株冶集团,20040830
600962,-,国投中鲁,国投中鲁,20040622
600963,-,岳阳林纸,岳阳林纸,20040525
600965,-,福成股份,福成股份,20040713
600966,-,博汇纸业,博汇纸业,20040608
600967,-,内蒙一机,内蒙一机,20040518
600968,-,海油发展,海油发展,20190626
600969,-,郴电国际,郴电国际,20040408
600970,-,中材国际,中材国际,20050412
600971,-,恒源煤电,恒源煤电,20040817
600973,-,宝胜股份,宝胜股份,20040802
600975,-,新五丰,新五丰,20040609
600976,-,健民集团,健民集团,20040419
600977,-,中国电影,中国电影,20160809
600979,-,广安爱众,广安爱众,20040906
600980,-,北矿科技,北矿科技,20040512
600981,-,汇鸿集团,汇鸿集团,20040630
600982,-,宁波能源,宁波能源,20040706
600983,-,惠而浦,惠而浦,20040727
600984,-,建设机械,建设机械,20040707
600985,-,淮北矿业,淮北矿业,20040428
600986,-,浙文互联,浙文互联,20040426
600987,-,航民股份,航民股份,20040809
600988,-,赤峰黄金,赤峰黄金,20040414
600989,-,宝丰能源,宝丰能源,20190516
600990,-,四创电子,四创电子,20040510
600992,-,贵绳股份,贵绳股份,20040514
600993,-,马应龙,马应龙,20040517
600995,-,文山电力,文山电力,20040615
600996,-,贵广网络,贵广网络,20161226
600997,-,开滦股份,开滦股份,20040602
600998,-,九州通,九州通,20101102
600999,-,招商证券,招商证券,20091117
601000,-,唐山港,唐山港,20100705
601001,-,XD晋控煤,XD晋控煤业,20060623
601002,-,晋亿实业,晋亿实业,20070126
601003,-,柳钢股份,柳钢股份,20070227
601005,-,重庆钢铁,重庆钢铁,20070228
601006,-,大秦铁路,大秦铁路,20060801
601007,-,金陵饭店,金陵饭店,20070406
601008,-,连云港,连云港,20070426
601009,-,南京银行,南京银行,20070719
601010,-,文峰股份,文峰股份,20110603
601011,-,宝泰隆,宝泰隆,20110309
601012,-,隆基绿能,隆基绿能,20120411
601015,-,陕西黑猫,陕西黑猫,20141105
601016,-,节能风电,节能风电,20140929
601018,-,宁波港,宁波港,20100928
601019,-,山东出版,山东出版,20171122
601020,-,华钰矿业,华钰矿业,20160316
601021,-,春秋航空,春秋航空,20150121
601028,-,玉龙股份,玉龙股份,20111107
601038,-,一拖股份,一拖股份,20120808
601058,-,赛轮轮胎,赛轮轮胎,20110630
601066,-,中信建投,中信建投,20180620
601068,-,中铝国际,中铝国际,20180831
601069,-,西部黄金,西部黄金,20150122
601077,-,渝农商行,渝农商行,20191029
601086,-,国芳集团,国芳集团,20170929
601088,-,中国神华,中国神华,20071009
601089,-,福元医药,福元医药,20220630
601098,-,中南传媒,中南传媒,20101028
601099,-,太平洋,太平洋,20071228
601100,-,恒立液压,恒立液压,20111028
601101,-,昊华能源,昊华能源,20100331
601106,-,中国一重,中国一重,20100209
601107,-,四川成渝,四川成渝,20090727
601108,-,财通证券,财通证券,20171024
601111,-,中国国航,中国国航,20060818
601113,-,华鼎股份,华鼎股份,20110509
601116,-,三江购物,三江购物,20110302
601117,-,中国化学,中国化学,20100107
601118,-,海南橡胶,海南橡胶,20110107
601126,-,四方股份,四方股份,20101231
601127,-,小康股份,小康股份,20160615
601128,-,常熟银行,常熟银行,20160930
601137,-,博威合金,博威合金,20110127
601138,-,工业富联,工业富联,20180608
601139,-,深圳燃气,深圳燃气,20091225
601155,-,新城控股,新城控股,20151204
601156,-,东航物流,东航物流,20210609
601158,-,重庆水务,重庆水务,20100329
601162,-,天风证券,天风证券,20181019
601163,-,三角轮胎,三角轮胎,20160909
601166,-,兴业银行,兴业银行,20070205
601168,-,西部矿业,西部矿业,20070712
601169,-,北京银行,北京银行,20070919
601177,-,杭齿前进,杭齿前进,20101011
601179,-,中国西电,中国西电,20100128
601186,-,中国铁建,中国铁建,20080310
601187,-,厦门银行,厦门银行,20201027
601188,-,龙江交通,龙江交通,20100319
601198,-,东兴证券,东兴证券,20150226
601199,-,江南水务,江南水务,20110317
601200,-,XD上海环,XD上海环境,20170331
601208,-,东材科技,东材科技,20110520
601211,-,国泰君安,国泰君安,20150626
601212,-,白银有色,白银有色,20170215
601216,-,君正集团,君正集团,20110222
601218,-,吉鑫科技,吉鑫科技,20110506
601222,-,林洋能源,林洋能源,20110808
601225,-,陕西煤业,陕西煤业,20140128
601226,-,XD华电重,XD华电重工,20141211
601228,-,广州港,广州港,20170329
601229,-,上海银行,上海银行,20161116
601231,-,环旭电子,环旭电子,20120220
601233,-,桐昆股份,桐昆股份,20110518
601236,-,红塔证券,红塔证券,20190705
601238,-,广汽集团,广汽集团,20120329
601258,-,庞大集团,庞大集团,20110428
601279,-,英利汽车,英利汽车,20210415
601288,-,农业银行,农业银行,20100715
601298,-,青岛港,青岛港,20190121
601311,-,骆驼股份,骆驼股份,20110602
601318,-,中国平安,中国平安,20070301
601319,-,XD中国人,XD中国人保,20181116
601326,-,秦港股份,秦港股份,20170816
601328,-,交通银行,交通银行,20070515
601330,-,绿色动力,绿色动力,20180611
601333,-,广深铁路,广深铁路,20061222
601336,-,新华保险,新华保险,20111216
601339,-,百隆东方,百隆东方,20120612
601360,-,三六零,三六零,20120116
601366,-,利群股份,利群股份,20170412
601368,-,绿城水务,绿城水务,20150612
601369,-,陕鼓动力,陕鼓动力,20100428
601375,-,中原证券,中原证券,20170103
601377,-,兴业证券,兴业证券,20101013
601388,-,怡球资源,怡球资源,20120423
601390,-,XD中国中,XD中国中铁,20071203
601398,-,工商银行,工商银行,20061027
601399,-,国机重装,国机重装,20200608
601456,-,国联证券,国联证券,20200731
601500,-,通用股份,通用股份,20160919
601512,-,中新集团,中新集团,20191220
601515,-,东风股份,东风股份,20120216
601518,-,吉林高速,吉林高速,20100319
601519,-,大智慧,大智慧,20110128
601528,-,瑞丰银行,瑞丰银行,20210625
601555,-,东吴证券,东吴证券,20111212
601566,-,九牧王,九牧王,20110530
601567,-,三星医疗,三星医疗,20110615
601568,-,北元集团,北元集团,20201020
601577,-,长沙银行,长沙银行,20180926
601579,-,会稽山,会稽山,20140825
601588,-,北辰实业,北辰实业,20061016
601595,-,上海电影,上海电影,20160817
601598,-,中国外运,中国外运,20190118
601599,-,浙文影业,浙文影业,20110527
601600,-,中国铝业,中国铝业,20070430
601601,-,中国太保,中国太保,20071225
601606,-,长城军工,长城军工,20180806
601607,-,上海医药,上海医药,19940324
601608,-,中信重工,中信重工,20120706
601609,-,金田股份,金田股份,20200422
601611,-,中国核建,中国核建,20160606
601615,-,明阳智能,明阳智能,20190123
601616,-,广电电气,广电电气,20110201
601618,-,中国中冶,中国中冶,20090921
601619,-,嘉泽新能,嘉泽新能,20170720
601628,-,中国人寿,中国人寿,20070109
601633,-,长城汽车,长城汽车,20110928
601636,-,旗滨集团,旗滨集团,20110812
601658,-,邮储银行,邮储银行,20191210
601665,-,齐鲁银行,齐鲁银行,20210618
601666,-,平煤股份,平煤股份,20061123
601668,-,中国建筑,中国建筑,20090729
601669,-,中国电建,中国电建,20111018
601677,-,明泰铝业,明泰铝业,20110919
601678,-,滨化股份,滨化股份,20100223
601686,-,友发集团,友发集团,20201204
601688,-,华泰证券,华泰证券,20100226
601689,-,拓普集团,拓普集团,20150319
601696,-,中银证券,中银证券,20200226
601698,-,中国卫通,中国卫通,20190628
601699,-,潞安环能,潞安环能,20060922
601700,-,风范股份,风范股份,20110118
601702,-,华峰铝业,华峰铝业,20200907
601717,-,郑煤机,郑煤机,20100803
601718,-,际华集团,际华集团,20100816
601727,-,上海电气,上海电气,20081205
601728,-,中国电信,中国电信,20210820
601766,-,中国中车,中国中车,20080818
601777,-,力帆科技,力帆科技,20101125
601778,-,晶科科技,晶科科技,20200519
601788,-,光大证券,光大证券,20090818
601789,-,宁波建工,宁波建工,20110816
601798,-,蓝科高新,蓝科高新,20110622
601799,-,星宇股份,星宇股份,20110201
601800,-,中国交建,中国交建,20120309
601801,-,皖新传媒,皖新传媒,20100118
601808,-,中海油服,中海油服,20070928
601811,-,新华文轩,新华文轩,20160808
601816,-,XD京沪高,XD京沪高铁,20200116
601818,-,光大银行,光大银行,20100818
601825,-,沪农商行,沪农商行,20210819
601827,-,三峰环境,三峰环境,20200605
601828,-,美凯龙,美凯龙,20180117
601838,-,成都银行,成都银行,20180131
601857,-,中国石油,中国石油,20071105
601858,-,中国科传,中国科传,20170118
601860,-,紫金银行,紫金银行,20190103
601865,-,福莱特,福莱特,20190215
601866,-,中远海发,中远海发,20071212
601868,-,中国能建,中国能建,20210928
601869,-,长飞光纤,长飞光纤,20180720
601872,-,招商轮船,招商轮船,20061201
601877,-,正泰电器,正泰电器,20100121
601878,-,浙商证券,浙商证券,20170626
601880,-,辽港股份,辽港股份,20101206
601881,-,中国银河,中国银河,20170123
601882,-,海天精工,海天精工,20161107
601886,-,江河集团,江河集团,20110818
601888,-,中国中免,中国中免,20091015
601890,-,亚星锚链,亚星锚链,20101228
601898,-,XD中煤能,XD中煤能源,20080201
601899,-,紫金矿业,紫金矿业,20080425
601900,-,南方传媒,南方传媒,20160215
601901,-,方正证券,方正证券,20110810
601908,-,京运通,京运通,20110908
601916,-,浙商银行,浙商银行,20191126
601918,-,新集能源,新集能源,20071219
601919,-,中远海控,中远海控,20070626
601921,-,浙版传媒,浙版传媒,20210723
601928,-,凤凰传媒,凤凰传媒,20111130
601929,-,吉视传媒,吉视传媒,20120223
601933,-,永辉超市,永辉超市,20101215
601939,-,建设银行,建设银行,20070925
601949,-,中国出版,中国出版,20170821
601952,-,苏垦农发,苏垦农发,20170515
601956,-,东贝集团,东贝集团,20201225
601958,-,金钼股份,金钼股份,20080417
601963,-,重庆银行,重庆银行,20210205
601965,-,中国汽研,中国汽研,20120611
601966,-,玲珑轮胎,玲珑轮胎,20160706
601968,-,宝钢包装,宝钢包装,20150611
601969,-,海南矿业,海南矿业,20141209
601975,-,招商南油,招商南油,20190108
601985,-,中国核电,中国核电,20150610
601988,-,中国银行,中国银行,20060705
601989,-,中国重工,中国重工,20091216
601990,-,南京证券,南京证券,20180613
601991,-,大唐发电,大唐发电,20061220
601992,-,金隅集团,金隅集团,20110301
601995,-,中金公司,中金公司,20201102
601996,-,丰林集团,丰林集团,20110929
601997,-,贵阳银行,贵阳银行,20160816
601998,-,中信银行,中信银行,20070427
601999,-,出版传媒,出版传媒,20071221
603000,-,人民网,人民网,20120427
603001,-,奥康国际,奥康国际,20120426
603002,-,宏昌电子,宏昌电子,20120518
603003,-,龙宇燃油,龙宇燃油,20120817
603005,-,晶方科技,晶方科技,20140210
603006,-,联明股份,联明股份,20140630
603007,-,ST花王,ST花王,20160826
603008,-,喜临门,喜临门,20120717
603009,-,北特科技,北特科技,20140718
603010,-,万盛股份,万盛股份,20141010
603011,-,合锻智能,合锻智能,20141107
603012,-,创力集团,创力集团,20150320
603013,-,亚普股份,亚普股份,20180509
603015,-,弘讯科技,弘讯科技,20150303
603016,-,新宏泰,新宏泰,20160701
603017,-,中衡设计,中衡设计,20141231
603018,-,华设集团,华设集团,20141013
603019,-,中科曙光,中科曙光,20141106
603020,-,爱普股份,爱普股份,20150325
603021,-,山东华鹏,山东华鹏,20150423
603022,-,新通联,新通联,20150518
603023,-,威帝股份,威帝股份,20150527
603025,-,大豪科技,大豪科技,20150422
603026,-,石大胜华,石大胜华,20150529
603027,-,千禾味业,千禾味业,20160307
603028,-,赛福天,赛福天,20160331
603029,-,天鹅股份,天鹅股份,20160427
603030,-,全筑股份,全筑股份,20150320
603031,-,安孚科技,安孚科技,20160822
603032,-,德新交运,德新交运,20170105
603033,-,三维股份,三维股份,20161207
603035,-,常熟汽饰,常熟汽饰,20170105
603036,-,如通股份,如通股份,20161209
603037,-,凯众股份,凯众股份,20170120
603038,-,华立股份,华立股份,20170116
603039,-,ST泛微,ST泛微,20170113
603040,-,新坐标,新坐标,20170209
603041,-,美思德,美思德,20170330
603042,-,华脉科技,华脉科技,20170602
603043,-,广州酒家,广州酒家,20170627
603045,-,福达合金,福达合金,20180517
603048,-,浙江黎明,浙江黎明,20211116
603050,-,科林电气,科林电气,20170414
603051,-,鹿山新材,鹿山新材,20220325
603053,-,成都燃气,成都燃气,20191217
603055,-,台华新材,台华新材,20170921
603056,-,德邦股份,德邦股份,20180116
603058,-,永吉股份,永吉股份,20161223
603059,-,倍加洁,倍加洁,20180302
603060,-,国检集团,国检集团,20161109
603063,-,禾望电气,禾望电气,20170728
603066,-,音飞储存,音飞储存,20150611
603067,-,振华股份,振华股份,20160913
603068,-,博通集成,博通集成,20190415
603069,-,海汽集团,海汽集团,20160712
603070,-,万控智造,万控智造,20220310
603071,-,物产环能,物产环能,20211216
603076,-,乐惠国际,乐惠国际,20171113
603077,-,和邦生物,和邦生物,20120731
603078,-,江化微,江化微,20170410
603079,-,圣达生物,圣达生物,20170823
603080,-,新疆火炬,新疆火炬,20180103
603081,-,大丰实业,大丰实业,20170420
603083,-,剑桥科技,剑桥科技,20171110
603085,-,天成自控,天成自控,20150630
603086,-,先达股份,先达股份,20170511
603087,-,甘李药业,甘李药业,20200629
603088,-,宁波精达,宁波精达,20141111
603089,-,正裕工业,正裕工业,20170126
603090,-,宏盛股份,宏盛股份,20160831
603093,-,南华期货,南华期货,20190830
603095,-,越剑智能,越剑智能,20200415
603096,-,新经典,新经典,20170425
603097,-,江苏华辰,江苏华辰,20220512
603098,-,森特股份,森特股份,20161216
603099,-,长白山,长白山,20140822
603100,-,川仪股份,川仪股份,20140805
603101,-,汇嘉时代,汇嘉时代,20160506
603102,-,百合股份,百合股份,20220125
603103,-,横店影视,横店影视,20171012
603105,-,芯能科技,芯能科技,20180709
603106,-,恒银科技,恒银科技,20170920
603108,-,润达医疗,润达医疗,20150527
603109,-,神驰机电,神驰机电,20191231
603110,-,东方材料,东方材料,20171013
603111,-,康尼机电,康尼机电,20140801
603112,-,华翔股份,华翔股份,20200917
603113,-,金能科技,金能科技,20170511
603115,-,海星股份,海星股份,20190809
603116,-,红蜻蜓,红蜻蜓,20150629
603117,-,ST万林,ST万林,20150629
603118,-,共进股份,共进股份,20150225
603121,-,华培动力,华培动力,20190111
603122,-,合富中国,合富中国,20220216
603123,-,翠微股份,翠微股份,20120503
603126,-,中材节能,中材节能,20140731
603127,-,昭衍新药,昭衍新药,20170825
603128,-,华贸物流,华贸物流,20120529
603129,-,春风动力,春风动力,20170818
603131,-,上海沪工,上海沪工,20160607
603132,-,金徽股份,金徽股份,20220222
603133,-,碳元科技,碳元科技,20170320
603136,-,天目湖,天目湖,20170927
603138,-,海量数据,海量数据,20170306
603139,-,康惠制药,康惠制药,20170421
603150,-,万朗磁塑,万朗磁塑,20220124
603155,-,新亚强,新亚强,20200901
603156,-,养元饮品,养元饮品,20180212
603158,-,腾龙股份,腾龙股份,20150320
603159,-,上海亚虹,上海亚虹,20160812
603160,-,汇顶科技,汇顶科技,20161017
603161,-,科华控股,科华控股,20180105
603165,-,荣晟环保,荣晟环保,20170117
603166,-,福达股份,福达股份,20141127
603167,-,渤海轮渡,渤海轮渡,20120906
603168,-,莎普爱思,莎普爱思,20140702
603169,-,兰石重装,兰石重装,20141009
603170,-,宝立食品,宝立食品科技,20220715
603171,-,税友股份,税友股份,20210630
603176,-,汇通集团,汇通集团,20211231
603177,-,德创环保,德创环保,20170207
603178,-,圣龙股份,圣龙股份,20170328
603179,-,新泉股份,新泉股份,20170317
603180,-,金牌厨柜,金牌厨柜,20170512
603181,-,皇马科技,皇马科技,20170824
603183,-,建研院,建研院,20170905
603185,-,上机数控,上机数控,20181228
603186,-,华正新材,华正新材,20170103
603187,-,海容冷链,海容冷链,20181129
603188,-,亚邦股份,亚邦股份,20140909
603189,-,网达软件,网达软件,20160914
603191,-,望变电气,望变电气,20220428
603192,-,汇得科技,汇得科技,20180828
603195,-,公牛集团,公牛集团,20200206
603196,-,日播时尚,日播时尚,20170531
603197,-,保隆科技,保隆科技,20170519
603198,-,迎驾贡酒,迎驾贡酒,20150528
603199,-,九华旅游,九华旅游,20150326
603200,-,上海洗霸,上海洗霸,20170601
603201,-,N常润,N常润股份,20220729
603203,-,快克股份,快克股份,20161108
603206,-,嘉环科技,嘉环科技,20220506
603208,-,江山欧派,江山欧派,20170210
603209,-,兴通股份,兴通股份,20220324
603211,-,晋拓股份,晋拓科技股份,20220725
603212,-,赛伍技术,赛伍技术,20200430
603213,-,镇洋发展,镇洋发展,20211111
603214,-,爱婴室,爱婴室,20180330
603215,-,比依股份,比依股份,20220218
603216,-,梦天家居,梦天家居,20211215
603217,-,元利科技,元利科技,20190620
603218,-,XD日月股,XD日月股份,20161228
603219,-,富佳股份,富佳股份,20211122
603220,-,中贝通信,中贝通信,20181115
603221,-,爱丽家居,爱丽家居,20200323
603222,-,济民医疗,济民医疗,20150217
603223,-,恒通股份,恒通股份,20150630
603225,-,新凤鸣,新凤鸣,20170418
603226,-,菲林格尔,菲林格尔,20170615
603227,-,雪峰科技,雪峰科技,20150515
603228,-,景旺电子,景旺电子,20170106
603229,-,奥翔药业,奥翔药业,20170509
603230,-,内蒙新华,内蒙新华,20211224
603232,-,格尔软件,格尔软件,20170421
603233,-,大参林,大参林,20170731
603235,-,天新药业,天新药业,20220712
603236,-,移远通信,移远通信,20190716
603238,-,诺邦股份,诺邦股份,20170222
603239,-,浙江仙通,浙江仙通,20161230
603256,-,宏和科技,宏和科技,20190719
603258,-,电魂网络,电魂网络,20161026
603259,-,药明康德,药明康德,20180508
603260,-,合盛硅业,合盛硅业,20171030
603261,-,立航科技,立航科技,20220315
603266,-,天龙股份,天龙股份,20170110
603267,-,鸿远电子,鸿远电子,20190515
603268,-,松发股份,松发股份,20150319
603269,-,海鸥股份,海鸥股份,20170517
603272,-,联翔股份,联翔股份,20220520
603277,-,银都股份,银都股份,20170911
603278,-,大业股份,大业股份,20171113
603279,-,景津装备,景津装备,20190729
603283,-,赛腾股份,赛腾股份,20171225
603286,-,日盈电子,日盈电子,20170627
603288,-,海天味业,海天味业,20140211
603289,-,泰瑞机器,泰瑞机器,20171031
603290,-,斯达半导,斯达半导,20200204
603297,-,永新光学,永新光学,20180910
603298,-,杭叉集团,杭叉集团,20161227
603299,-,苏盐井神,苏盐井神,20151231
603300,-,华铁应急,华铁应急,20150529
603301,-,振德医疗,振德医疗,20180412
603303,-,得邦照明,得邦照明,20170330
603305,-,旭升股份,旭升股份,20170710
603306,-,华懋科技,华懋科技,20140926
603308,-,应流股份,应流股份,20140122
603309,-,维力医疗,维力医疗,20150302
603311,-,金海高科,金海高科,20150518
603313,-,梦百合,梦百合,20161013
603315,-,福鞍股份,福鞍股份,20150424
603316,-,诚邦股份,诚邦股份,20170619
603317,-,天味食品,天味食品,20190416
603318,-,水发燃气,水发燃气,20150424
603319,-,湘油泵,湘油泵,20161130
603320,-,迪贝电气,迪贝电气,20170502
603321,-,梅轮电梯,梅轮电梯,20170915
603322,-,超讯通信,超讯通信,20160728
603323,-,苏农银行,苏农银行,20161129
603324,-,盛剑环境,盛剑环境,20210407
603326,-,我乐家居,我乐家居,20170616
603327,-,福蓉科技,福蓉科技,20190523
603328,-,依顿电子,依顿电子,20140701
603329,-,上海雅仕,上海雅仕,20171229
603330,-,上海天洋,上海天洋,20170213
603331,-,百达精工,百达精工,20170705
603332,-,苏州龙杰,苏州龙杰,20190117
603333,-,尚纬股份,尚纬股份,20120507
603335,-,迪生力,迪生力,20170620
603336,-,宏辉果蔬,宏辉果蔬,20161124
603337,-,杰克股份,杰克股份,20170119
603338,-,浙江鼎力,浙江鼎力,20150325
603339,-,四方科技,四方科技,20160519
603345,-,安井食品,安井食品,20170222
603348,-,文灿股份,文灿股份,20180426
603351,-,威尔药业,威尔药业,20190130
603353,-,和顺石油,和顺石油,20200407
603355,-,莱克电气,莱克电气,20150513
603356,-,华菱精工,华菱精工,20180124
603357,-,设计总院,设计总院,20170801
603358,-,华达科技,华达科技,20170125
603359,-,东珠生态,东珠生态,20170901
603360,-,百傲化学,百傲化学,20170206
603363,-,傲农生物,傲农生物,20170926
603365,-,水星家纺,水星家纺,20171120
603366,-,日出东方,日出东方,20120521
603367,-,辰欣药业,辰欣药业,20170929
603368,-,柳药集团,柳药集团,20141204
603369,-,今世缘,今世缘,20140703
603377,-,东方时尚,东方时尚,20160205
603378,-,亚士创能,亚士创能,20170928
603379,-,三美股份,三美股份,20190402
603380,-,易德龙,易德龙,20170622
603383,-,顶点软件,顶点软件,20170522
603385,-,惠达卫浴,惠达卫浴,20170405
603386,-,骏亚科技,骏亚科技,20170912
603387,-,基蛋生物,基蛋生物,20170717
603388,-,元成股份,元成股份,20170324
603389,-,亚振家居,亚振家居,20161215
603390,-,通达电气,通达电气,20191125
603392,-,万泰生物,万泰生物,20200429
603393,-,新天然气,新天然气,20160912
603396,-,金辰股份,金辰股份,20171018
603398,-,沐邦高科,沐邦高科,20151209
603399,-,吉翔股份,吉翔股份,20120824
603408,-,建霖家居,建霖家居,20200730
603416,-,信捷电气,信捷电气,20161221
603421,-,鼎信通讯,鼎信通讯,20161011
603429,-,集友股份,集友股份,20170124
603439,-,贵州三力,贵州三力,20200428
603444,-,吉比特,吉比特,20170104
603456,-,九洲药业,九洲药业,20141010
603458,-,勘设股份,勘设股份,20170809
603466,-,风语筑,风语筑,20171020
603477,-,巨星农牧,巨星农牧,20171218
603486,-,科沃斯,科沃斯,20180528
603488,-,展鹏科技,展鹏科技,20170516
603489,-,八方股份,八方股份,20191111
603496,-,恒为科技,恒为科技,20170607
603499,-,翔港科技,翔港科技,20171016
603500,-,祥和实业,祥和实业,20170904
603501,-,韦尔股份,韦尔股份,20170504
603505,-,金石资源,金石资源,20170503
603506,-,南都物业,南都物业,20180201
603507,-,振江股份,振江股份,20171106
603508,-,思维列控,思维列控,20151224
603511,-,爱慕股份,爱慕股份,20210531
603515,-,欧普照明,欧普照明,20160819
603516,-,淳中科技,淳中科技,20180202
603517,-,绝味食品,绝味食品,20170317
603518,-,锦泓集团,锦泓集团,20141203
603519,-,立霸股份,立霸股份,20150319
603520,-,司太立,司太立,20160309
603527,-,众源新材,众源新材,20170907
603528,-,多伦科技,多伦科技,20160503
603529,-,爱玛科技,爱玛科技,20210615
603530,-,神马电力,神马电力,20190805
603533,-,掌阅科技,掌阅科技,20170921
603535,-,嘉诚国际,嘉诚国际,20170808
603536,-,惠发食品,惠发食品,20170613
603538,-,美诺华,美诺华,20170407
603551,-,奥普家居,奥普家居,20200115
603555,-,贵人鸟,贵人鸟,20140124
603556,-,海兴电力,海兴电力,20161110
603557,-,ST起步,ST起步,20170818
603558,-,健盛集团,健盛集团,20150127
603559,-,中通国脉,中通国脉,20161202
603565,-,中谷物流,中谷物流,20200925
603566,-,普莱柯,普莱柯,20150518
603567,-,珍宝岛,珍宝岛,20150424
603568,-,伟明环保,伟明环保,20150528
603569,-,长久物流,长久物流,20160810
603577,-,汇金通,汇金通,20161222
603578,-,三星新材,三星新材,20170306
603579,-,荣泰健康,荣泰健康,20170111
603580,-,艾艾精工,艾艾精工,20170525
603583,-,捷昌驱动,捷昌驱动,20180921
603585,-,苏利股份,苏利股份,20161214
603586,-,金麒麟,金麒麟,20170406
603587,-,地素时尚,地素时尚,20180622
603588,-,高能环境,高能环境,20141229
603589,-,口子窖,口子窖,20150629
603590,-,康辰药业,康辰药业,20180827
603595,-,东尼电子,东尼电子,20170712
603596,-,伯特利,伯特利,20180427
603598,-,引力传媒,引力传媒,20150527
603599,-,广信股份,广信股份,20150513
603600,-,永艺股份,永艺股份,20150123
603601,-,再升科技,再升科技,20150122
603602,-,纵横通信,纵横通信,20170810
603603,-,*ST博天,*ST博天,20170217
603605,-,珀莱雅,珀莱雅,20171115
603606,-,东方电缆,东方电缆,20141015
603607,-,京华激光,京华激光,20171025
603608,-,天创时尚,天创时尚,20160218
603609,-,禾丰股份,禾丰股份,20140808
603610,-,麒盛科技,麒盛科技,20191029
603611,-,诺力股份,诺力股份,20150128
603612,-,索通发展,索通发展,20170718
603613,-,国联股份,国联股份,20190730
603615,-,茶花股份,茶花股份,20170213
603616,-,韩建河山,韩建河山,20150611
